,English Version,Label,News,Author,Date,Authenticity
1482,"The Wisconsin Supreme Court decision declaring ballot drop boxes illegal ""includes the 2020 Presidential Election.""",politics,"விஸ்கான்சின் உச்ச நீதிமன்றத் தீர்ப்பு, வாக்குச் சீட்டு பெட்டிகளை சட்டவிரோதமானது என்று அறிவித்தது ""2020 ஜனாதிபதித் தேர்தலையும் உள்ளடக்கியது.""", Donald Trump ," stated on July 9, 2022 in Social media: ",1
1483,Images from Hunter Biden's laptop show Joe Biden naked with a young girl.,politics,ஹண்டர் பிடனின் மடிக்கணினியின் படங்கள் ஜோ பிடன் ஒரு இளம் பெண்ணுடன் நிர்வாணமாக இருப்பதைக் காட்டுகிறது., Facebook posts ," stated on July 11, 2022 in Facebook posts: ",1
1484,There are no artifacts to prove that slave ships existed.,tech,அடிமை கப்பல்கள் இருந்தன என்பதை நிரூபிக்க எந்த கலைப்பொருட்களும் இல்லை., Tweets ," stated on July 9, 2022 in a Twitter post: ",1
1485,House Democrats have kicked Rep. Ilhan Omar out of Congress,politics,ஹவுஸ் டெமாக்ராட்ஸ் பிரதிநிதி இல்ஹான் ஒமரை காங்கிரஸில் இருந்து வெளியேற்றியுள்ளனர், Facebook posts ," stated on July 8, 2022 in a Facebook post: ",1
1486,"Fast food chain Wendy's was ""exposed for using horse meat.""",tech,"துரித உணவு சங்கிலி வெண்டிஸ் ""குதிரை இறைச்சியைப் பயன்படுத்தியதற்காக வெளிப்படுத்தப்பட்டது.""", Facebook posts ," stated on June 30, 2022 in a Facebook post: ",1
1487,"""Biden impeachment in progress.""",politics,"""பிடென் பதவி நீக்கம் நடந்து கொண்டிருக்கிறது.""", Facebook posts ," stated on July 6, 2022 in a Facebook post: ",1
1488,“SCOTUS overturned the 2020 election.”,politics,"""SCOTUS 2020 தேர்தலை முறியடித்தது.""", Facebook posts ," stated on July 6, 2022 in a Facebook post: ",1
1489,"The mass shooting in Highland Park, Illinois, was a “false flag.”",politics,"இல்லினாய்ஸின் ஹைலேண்ட் பூங்காவில் நடந்த வெகுஜன துப்பாக்கிச் சூடு ஒரு ""பொய்க் கொடி"".", Facebook posts ," stated on July 4, 2022 in a Facebook post: ",1
1490,Video claims Moscow turned into “sea of ​​fire after being attacked by two mysterious missiles.”,tech,"மாஸ்கோ ""இரண்டு மர்மமான ஏவுகணைகளால் தாக்கப்பட்ட பிறகு நெருப்புக் கடலாக"" மாறியது என்று வீடியோ கூறுகிறது.", Facebook posts ," stated on June 28, 2022 in a Facebook video post: ",1
1491,"""Joe Biden just resigned from the White House.""",politics,"""ஜோ பிடன் வெள்ளை மாளிகையில் இருந்து ராஜினாமா செய்தார்.""", Facebook posts ," stated on June 27, 2022 in a Facebook post: ",1
1492,The Clintons and Bushes were “involved in orchestrating the assassination of JFK Jr.”,politics,"கிளிண்டன்களும் புஷ்ஸும் ""ஜே.எஃப்.கே ஜூனியரின் படுகொலையைத் திட்டமிடுவதில்"" ஈடுபட்டுள்ளனர்.", Instagram posts ," stated on June 19, 2022 in an Instagram post: ",1
1493,"Soviet and Chinese communists have “grabbed control” of U.S. entertainment, movies, television, music, academia, K-12 education and the news media.",entertainment,"சோவியத் மற்றும் சீன கம்யூனிஸ்டுகள் அமெரிக்க பொழுதுபோக்கு, திரைப்படங்கள், தொலைக்காட்சி, இசை, கல்வித்துறை, K-12 கல்வி மற்றும் செய்தி ஊடகங்களின் ""கட்டுப்பாட்டைக் கைப்பற்றியுள்ளனர்"".", Monica Crowley ," stated on June 12, 2022 in an interview with Fox News: ",1
1494,Three mass shootings were meant to distract from Hillary Clinton controversies.,politics,ஹிலாரி கிளிண்டன் சர்ச்சையில் இருந்து திசைதிருப்புவதற்காக மூன்று வெகுஜன துப்பாக்கிச் சூடு நடத்தப்பட்டது., Ted Nugent ," stated on June 14, 2022 in a Facebook post: ",1
1495,A doctor at the Mayo Clinic is misdiagnosing pregnancies of Trump supporters so they have abortions.,tech,"மேயோ கிளினிக்கில் உள்ள ஒரு மருத்துவர், டிரம்ப் ஆதரவாளர்களின் கர்ப்பத்தை தவறாகக் கண்டறிந்து அவர்களுக்கு கருக்கலைப்பு செய்கிறார்.", Young America's Foundation ," stated on June 13, 2022 in a post: ",1
1496,“U.S. military at the White House arresting Congress.”,politics,"""எங்களுக்கு. காங்கிரஸை கைது செய்யும் வெள்ளை மாளிகையில் இராணுவம்.""", Facebook posts ," stated on June 9, 2022 in a Facebook post: ",1
1497,“Military take over on May 11 confirmed!”,politics,“மே 11 அன்று இராணுவம் கைப்பற்றுவது உறுதி!”, Facebook posts ," stated on June 9, 2022 in a Facebook post: ",1
